MSA,STORE,DEPT,DEPTDESC,STYPE,ORIG,ACTUAL,MARKDOWN
3360,7507,6400,BLUE    ,P,27608.5,27373.54,234.96
3360,7507,6400,BLUE    ,R,1792,1792,0
3360,7507,6402,FREDERI ,R,959.5,838.07,121.43
3360,7507,6402,FREDERI ,P,45034.13,35084.33,9949.8
3360,7507,6404,ELLEN T ,R,4005.12,3033.8,971.32
3360,7507,6404,ELLEN T ,P,46455.46,31610.13,14845.33
3360,7507,6505,ST JOHN ,R,4520,3428.01,1091.99
3360,7507,6505,ST JOHN ,P,48890,37214.5,11675.5
3360,7507,6601,MATTY M ,P,44380,38620.39,5759.61
3360,7507,6601,MATTY M ,R,10580,9017.72,1562.28
3360,7507,7101,CAROLE  ,R,4728,3366.08,1361.92
3360,7507,7101,CAROLE  ,P,31639,22131.77,9507.23
3360,7507,7102,BCH     ,R,5069,3822.05,1246.95
3360,7507,7102,BCH     ,P,38684.99,24705.33,13979.66
3360,7507,7104,CARTERS ,P,15553,15107.85,445.15
3360,7507,7104,CARTERS ,R,844.89,833.98,10.91
3360,7507,7106,BRIOSO  ,P,68668.84,55188.11,13480.73
3360,7507,7106,BRIOSO  ,R,10734.97,9237.22,1497.75
3360,7507,7200,COFFRET ,R,954,924,30
3360,7507,7200,COFFRET ,P,6974.5,6279.73,694.77
3360,7507,7205,LOUISVL ,R,596,601.6,-5.6
3360,7507,7205,LOUISVL ,P,5451,5211.7,239.3
3360,7507,7307,SIGRID O,P,47206.98,35890.16,11316.82
3360,7507,7307,SIGRID O,R,9224,7070.47,2153.53
3360,7507,8000,ETERNIT ,P,13582,13215.13,366.87
3360,7507,8000,ETERNIT ,R,1064,1050,14
3360,7507,8101,ECHO    ,P,36539,22593.38,13945.62
3360,7507,8101,ECHO    ,R,4384,2895.37,1488.63
3360,7507,8305,NO FEAR ,P,25606.5,19510.9,6095.6
3360,7507,8305,NO FEAR ,R,3438.5,2660.2,778.3
3360,7507,8306,REEBOK  ,P,28662,24213.12,4448.88
3360,7507,8306,REEBOK  ,R,4461,3787.49,673.51
3360,7507,9000,ANNASUI ,R,240,240,0
3360,7507,9000,ANNASUI ,P,3215.75,3207.75,8
3360,7507,9105,LISLI   ,R,5208.5,4383.45,825.05
3360,7507,9105,LISLI   ,P,42570,33508.58,9061.42
3360,7507,9306,SPERRY  ,R,6779.99,5807.65,972.34
3360,7507,9306,SPERRY  ,P,49432.34,42635.12,6797.22
3360,7507,9801,CATALIN ,R,126,31.5,94.5
3360,7707,800,CLINIQUE,R,3720.5,3716.75,3.75
3360,7707,800,CLINIQUE,P,103561,103464.05,96.95
3360,7707,801,LESLIE  ,R,8562,5007.82,3554.18
3360,7707,801,LESLIE  ,P,47534,27025.5,20508.5
3360,7707,1100,GARY F  ,R,2537,2537,0
3360,7707,1100,GARY F  ,P,44844,44776.6,67.4
3360,7707,1107,JACQUES ,R,1063.5,1019.34,44.16
3360,7707,1107,JACQUES ,P,14912.75,13346.32,1566.43
3360,7707,1202,CABERN  ,R,1027,857.19,169.81
3360,7707,1202,CABERN  ,P,19605.5,15612.54,3992.96
3360,7707,1301,BE2     ,P,54130.99,31994.54,22136.45
3360,7707,1301,BE2     ,R,8867.99,6011.86,2856.13
3360,7707,1704,R LAUREN,P,29733.5,20122.13,9611.37
3360,7707,1704,R LAUREN,R,3669,2512.85,1156.15
3360,7707,1905,R & Y   ,R,4115.5,3701.92,413.58
3360,7707,1905,R & Y   ,P,45458,41383.97,4074.03
3360,7707,2102,CAB     ,P,23596,21678.08,1917.92
3360,7707,2102,CAB     ,R,2232,2095.93,136.07
3360,7707,2105,R TAYLOR,P,30189.85,24710.71,5479.14
3360,7707,2105,R TAYLOR,R,2224,1877.95,346.05
3360,7707,2107,MAI     ,P,12433.99,8015.61,4418.38
3360,7707,2107,MAI     ,R,819,630.56,188.44
3360,7707,2200,CELEBRT ,R,5566,5486.9,79.1
3360,7707,2200,CELEBRT ,P,87112.5,86870.4,242.1
3360,7707,2301,BEP     ,R,6024,3985.52,2038.48
3360,7707,2301,BEP     ,P,35831,22187.25,13643.75
3360,7707,2503,CHORUS  ,R,2560,1594.51,965.49
3360,7707,2503,CHORUS  ,P,13571,8167.8,5403.2
3360,7707,3100,4711,R,2349,2343,6
3360,7707,3100,4711,P,28312,28495.4,-183.4
3360,7707,3102,CAMBIO  ,R,10374,8614.34,1759.66
3360,7707,3102,CAMBIO  ,P,77837,61442.44,16394.56
3360,7707,3103,COP     ,P,32685.99,22793.65,9892.34
3360,7707,3103,COP     ,R,4888,3835.52,1052.48
3360,7707,3105,AUSTIN  ,R,5210,4325,885
3360,7707,3105,AUSTIN  ,P,32615,28246.05,4368.95
3360,7707,3107,ONEIDA  ,P,13963,10495.5,3467.5
3360,7707,3107,ONEIDA  ,R,795,637.29,157.71
3360,7707,3404,CITIZENS,R,5028.42,3756.57,1271.85
3360,7707,3404,CITIZENS,P,42988.4,30855.87,12132.53
3360,7707,3701,LACOSTE ,P,31366,18797.29,12568.71
3360,7707,3701,LACOSTE ,R,4730,3508.94,1221.06
3360,7707,4303,ESPRIT  ,R,7530.5,6011.64,1518.86
3360,7707,4303,ESPRIT  ,P,46057.5,33764.5,12293
3360,7707,4400,BORA    ,R,983.5,898.65,84.85
3360,7707,4400,BORA    ,P,16675.5,15936.98,738.52
3360,7707,4402,1928,P,78847.48,65093.5,13753.98
3360,7707,4402,1928,R,9519.5,8181.78,1337.72
3360,7707,4407,ENVIRON ,R,50,50,0
3360,7707,4505,POLOMEN ,P,275267.49,200937.68,74329.81
3360,7707,4505,POLOMEN ,R,38454.49,28917.01,9537.48
3360,7707,4704,DKNY    ,R,3843,2379.35,1463.65
3360,7707,4704,DKNY    ,P,24236.5,15991.46,8245.04
3360,7707,4801,GOTTEX  ,P,515,176,339
3360,7707,4801,GOTTEX  ,R,1023,670,353
3360,7707,5100,COLOR   ,P,35147.5,35092.9,54.6
3360,7707,5100,COLOR   ,R,2060.5,2060.5,0
3360,7707,5102,P&Y     ,P,56512.45,52167.83,4344.62
3360,7707,5102,P&Y     ,R,6332,5679.72,652.28
3360,7707,5203,COLEHAAN,R,6482,5118.46,1363.54
3360,7707,5203,COLEHAAN,P,48436,35238.72,13197.28
3360,7707,5207,H SIERR ,P,59030,22011.91,37018.09
3360,7707,5207,H SIERR ,R,4280,1667.5,2612.5
3360,7707,5301,KAREN K ,P,9827,7631.62,2195.38
3360,7707,5301,KAREN K ,R,4985,4291.17,693.83
3360,7707,5305,LIZ CLA ,R,3961.5,2780.98,1180.52
3360,7707,5305,LIZ CLA ,P,25124.47,15231.48,9892.99
3360,7707,5404,CARTIER ,R,2852.63,2091.13,761.5
3360,7707,5404,CARTIER ,P,36536.26,26713.61,9822.65
3360,7707,6006,INVEST  ,R,5574,4741.67,832.33
3360,7707,6006,INVEST  ,P,43130.25,35917.89,7212.36
3360,7707,6107,NOB     ,R,850,679.99,170.01
3360,7707,6107,NOB     ,P,13344,10620.3,2723.7
3360,7707,6400,BLUE    ,P,31963,31238.9,724.1
3360,7707,6400,BLUE    ,R,1580.5,1498.01,82.49
3360,7707,6402,FREDERI ,R,690.49,622.01,68.48
3360,7707,6402,FREDERI ,P,26779.65,22737.14,4042.51
3360,7707,6404,ELLEN T ,R,4943.52,3954.91,988.61
3360,7707,6404,ELLEN T ,P,43620.1,32957.94,10662.16
3360,7707,6505,ST JOHN ,R,3531.5,2743.47,788.03
3360,7707,6505,ST JOHN ,P,36489,27935.17,8553.83
3360,7707,6601,MATTY M ,P,113,96.43,16.57
3360,7707,6601,MATTY M ,R,1168,1013.89,154.11
3360,7707,7101,CAROLE  ,P,45495,31947.36,13547.64
3360,7707,7101,CAROLE  ,R,6022,4449.31,1572.69
3360,7707,7102,BCH     ,R,5385,4047.44,1337.56
3360,7707,7102,BCH     ,P,38231,28687.88,9543.12
3360,7707,7104,CARTERS ,P,23383.77,22212.52,1171.25
3360,7707,7104,CARTERS ,R,1754.72,1666.21,88.51
3360,7707,7106,BRIOSO  ,P,62823.69,48760.31,14063.38
3360,7707,7106,BRIOSO  ,R,7829.95,6192.37,1637.58
3360,7707,7200,COFFRET ,P,12088.5,11058.3,1030.2
3360,7707,7200,COFFRET ,R,745.5,745.5,0
3360,7707,7205,LOUISVL ,P,1378,1234.7,143.3
3360,7707,7307,SIGRID O,R,10034,8497.63,1536.37
3360,7707,7307,SIGRID O,P,29753,25074.95,4678.05
3360,7707,8000,ETERNIT ,R,713,692,21
3360,7707,8000,ETERNIT ,P,12452.5,12125.5,327
3360,7707,8101,ECHO    ,P,48000,28831.6,19168.4
3360,7707,8101,ECHO    ,R,7303,4576.92,2726.08
3360,7707,8305,NO FEAR ,R,4082,3494.9,587.1
3360,7707,8305,NO FEAR ,P,43290.5,35331.66,7958.84
3360,7707,8306,REEBOK  ,R,4234,3759.69,474.31
3360,7707,8306,REEBOK  ,P,30449,25768.12,4680.88
3360,7707,9000,ANNASUI ,R,205,205,0
3360,7707,9000,ANNASUI ,P,2451.5,2451.5,0
3360,7707,9105,LISLI   ,P,92732,71409.3,21322.7
3360,7707,9105,LISLI   ,R,10604,8555.88,2048.12
3360,7707,9306,SPERRY  ,P,37782.13,32719.55,5062.58
3360,7707,9306,SPERRY  ,R,4888.98,4190.23,698.75
3360,7707,9801,CATALIN ,P,88,18.74,69.26
3360,7807,800,CLINIQUE,P,34784.5,34718.7,65.8
3360,7807,800,CLINIQUE,R,1558.5,1558.5,0
3360,7807,801,LESLIE  ,P,16543,9622.38,6920.62
3360,7807,801,LESLIE  ,R,1730,1304.46,425.54
3360,7807,1100,GARY F  ,P,6247,6199,48
3360,7807,1100,GARY F  ,R,277,271.1,5.9
3360,7807,1107,JACQUES ,R,330.75,330.75,0
3360,7807,1107,JACQUES ,P,6323,5719.59,603.41
3360,7807,1202,CABERN  ,R,239,172.6,66.4
3360,7807,1202,CABERN  ,P,7143.9,5090.49,2053.41
3360,7807,1301,BE2     ,P,32426,17988.21,14437.79
3360,7807,1301,BE2     ,R,4162,2328.88,1833.12
3360,7807,1704,R LAUREN,P,9546.5,6526.13,3020.37
3360,7807,1704,R LAUREN,R,1441.5,993.7,447.8
3360,7807,1905,R & Y   ,R,666,520.99,145.01
3360,7807,1905,R & Y   ,P,7599,5556.57,2042.43
3360,7807,2102,CAB     ,R,776,762.97,13.03
3360,7807,2102,CAB     ,P,10817,9845.23,971.77
3360,7807,2105,R TAYLOR,R,387,321.93,65.07
3360,7807,2105,R TAYLOR,P,6019,5390.57,628.43
3360,7807,2107,MAI     ,P,10862,6589.01,4272.99
3360,7807,2107,MAI     ,R,370,290.99,79.01
3360,7807,2200,CELEBRT ,P,28073,28054.8,18.2
3360,7807,2200,CELEBRT ,R,2090.5,2080.5,10
3360,7807,2301,BEP     ,R,3191,2226.82,964.18
3360,7807,2301,BEP     ,P,24524,15373.76,9150.24
3360,7807,2503,CHORUS  ,P,7599,5003.15,2595.85
3360,7807,2503,CHORUS  ,R,1689,1167.56,521.44
3360,7807,3100,4711,P,11751,11725,26
3360,7807,3100,4711,R,372.5,372.5,0
3360,7807,3102,CAMBIO  ,P,23453,16183.41,7269.59
3360,7807,3102,CAMBIO  ,R,2569,1890.71,678.29
3360,7807,3103,COP     ,R,4079,3419.03,659.97
3360,7807,3103,COP     ,P,34991,27073.34,7917.66
3360,7807,3107,ONEIDA  ,P,3227,2326.57,900.43
3360,7807,3404,CITIZENS,P,17025.47,12321.28,4704.19
3360,7807,3404,CITIZENS,R,1280.65,918.81,361.84
3360,7807,3701,LACOSTE ,P,11096,6225.96,4870.04
3360,7807,3701,LACOSTE ,R,538,391.49,146.51
3360,7807,4303,ESPRIT  ,R,5662,4460.71,1201.29
3360,7807,4303,ESPRIT  ,P,25824,20067.96,5756.04
3360,7807,4400,BORA    ,R,371,371,0
3360,7807,4400,BORA    ,P,9163.5,8628.8,534.7
3360,7807,4402,1928,R,2910,2383.8,526.2
3360,7807,4402,1928,P,26382.47,20521.79,5860.68
3360,7807,4505,POLOMEN ,R,6895.5,5116.77,1778.73
3360,7807,4505,POLOMEN ,P,52366.5,36109.49,16257.01
3360,7807,4704,DKNY    ,P,6668,3994.43,2673.57
3360,7807,4704,DKNY    ,R,321,235.89,85.11
3360,7807,4801,GOTTEX  ,R,385,231,154
3360,7807,5100,COLOR   ,R,46,46,0
3360,7807,5102,P&Y     ,P,19084,17632.5,1451.5
3360,7807,5102,P&Y     ,R,1982,1849.57,132.43
3360,7807,5203,COLEHAAN,P,26523,18908.53,7614.47
3360,7807,5203,COLEHAAN,R,3534,2638.88,895.12
3360,7807,5207,H SIERR ,P,20635,5975.36,14659.64
3360,7807,5207,H SIERR ,R,650,162.5,487.5
3360,7807,5301,KAREN K ,R,424,311.24,112.76
3360,7807,5301,KAREN K ,P,168,112.56,55.44
3360,7807,5305,LIZ CLA ,P,6545,3503.09,3041.91
3360,7807,5305,LIZ CLA ,R,543,296.42,246.58
3360,7807,5404,CARTIER ,P,16690.65,11680.82,5009.83
3360,7807,5404,CARTIER ,R,1530.29,1071.02,459.27
3360,7807,6006,INVEST  ,P,24238,18775.11,5462.89
3360,7807,6006,INVEST  ,R,2608.5,2200.21,408.29
3360,7807,6107,NOB     ,R,195,119.41,75.59
3360,7807,6107,NOB     ,P,4305,2993.27,1311.73
3360,7807,6400,BLUE    ,R,770.5,768,2.5
3360,7807,6400,BLUE    ,P,15819,15755.1,63.9
3360,7807,6402,FREDERI ,R,250,214.13,35.87
3360,7807,6402,FREDERI ,P,9354.93,7863.28,1491.65
3360,7807,6404,ELLEN T ,P,17371.81,12430.69,4941.12
3360,7807,6404,ELLEN T ,R,1246.29,942.5,303.79
3360,7807,6505,ST JOHN ,R,825,657.91,167.09
3360,7807,6505,ST JOHN ,P,13247,10216.26,3030.74
3360,7807,6601,MATTY M ,R,88,22,66
3360,7807,7101,CAROLE  ,R,3320,2303.24,1016.76
3360,7807,7101,CAROLE  ,P,25812,17023.74,8788.26
3360,7807,7102,BCH     ,R,1571,1107.79,463.21
3360,7807,7102,BCH     ,P,15387.95,8824.34,6563.61
3360,7807,7104,CARTERS ,P,10925.36,10572.55,352.81
3360,7807,7104,CARTERS ,R,386.97,384.37,2.6
3360,7807,7106,BRIOSO  ,R,1527.99,1208.83,319.16
3360,7807,7106,BRIOSO  ,P,11085.92,8111.9,2974.02
3360,7807,7200,COFFRET ,P,9267.5,8034.58,1232.92
3360,7807,7200,COFFRET ,R,756.5,696.5,60
3360,7807,7205,LOUISVL ,P,2290,1485,805
3360,7807,7205,LOUISVL ,R,249,216,33
3360,7807,7307,SIGRID O,P,9258,6491.24,2766.76
3360,7807,7307,SIGRID O,R,2178,1788,390
3360,7807,8000,ETERNIT ,P,9886,9596.75,289.25
3360,7807,8000,ETERNIT ,R,588,581,7
3360,7807,8101,ECHO    ,R,4143,2750.23,1392.77
3360,7807,8101,ECHO    ,P,29365,18188.01,11176.99
3360,7807,8305,NO FEAR ,R,3232.99,2503.83,729.16
3360,7807,8305,NO FEAR ,P,31432.96,24227.38,7205.58
3360,7807,8306,REEBOK  ,P,14591,11999.48,2591.52
3360,7807,8306,REEBOK  ,R,2197,1965.08,231.92
3360,7807,9000,ANNASUI ,R,82,82,0
3360,7807,9000,ANNASUI ,P,1019.5,1019.5,0
3360,7807,9105,LISLI   ,R,1814.5,1575.15,239.35
3360,7807,9105,LISLI   ,P,17439,14000.85,3438.15
3360,7807,9306,SPERRY  ,R,872.99,695.95,177.04
3360,7807,9306,SPERRY  ,P,6547.65,5330.37,1217.28
3360,7907,800,CLINIQUE,R,5985.5,5971.5,14
3360,7907,800,CLINIQUE,P,157008,156807.95,200.05
3360,7907,801,LESLIE  ,R,6862,4688.54,2173.46
3360,7907,801,LESLIE  ,P,60285,33644.48,26640.52
3360,7907,1100,GARY F  ,R,2121,2121,0
3360,7907,1100,GARY F  ,P,46729,46658.1,70.9
3360,7907,1107,JACQUES ,P,26029.75,23291.28,2738.47
3360,7907,1107,JACQUES ,R,2701,2489.95,211.05
3360,7907,1202,CABERN  ,P,16410.62,13442.02,2968.6
3360,7907,1202,CABERN  ,R,835,652.92,182.08
3360,7907,1301,BE2     ,P,48872,28747.27,20124.73
3360,7907,1301,BE2     ,R,5201,3305.59,1895.41
3360,7907,1704,R LAUREN,P,29415.75,19375.37,10040.38
3360,7907,1704,R LAUREN,R,4077.5,2803.85,1273.65
3360,7907,1905,R & Y   ,P,67627,60727.85,6899.15
3360,7907,1905,R & Y   ,R,4928,4482.1,445.9
3360,7907,2102,CAB     ,R,2548,2373.36,174.64
3360,7907,2102,CAB     ,P,24378,22278.24,2099.76
3360,7907,2105,R TAYLOR,P,37245,34015.75,3229.25
3360,7907,2105,R TAYLOR,R,2577.5,2359.27,218.23
3360,7907,2107,MAI     ,R,1685,1322.3,362.7
3360,7907,2107,MAI     ,P,26487.8,16614.78,9873.02
3360,7907,2200,CELEBRT ,P,134257.5,134174.69,82.81
3360,7907,2200,CELEBRT ,R,6629.5,6629.5,0
3360,7907,2301,BEP     ,R,7608,5300.31,2307.69
3360,7907,2301,BEP     ,P,59044,37085.09,21958.91
3360,7907,2503,CHORUS  ,R,4191,2730.73,1460.27
3360,7907,2503,CHORUS  ,P,25932,16451.61,9480.39
3360,7907,3100,4711,P,61119.5,61093.5,26
3360,7907,3100,4711,R,3276,3276,0
3360,7907,3102,CAMBIO  ,P,81829,65154.17,16674.83
3360,7907,3102,CAMBIO  ,R,10800,8947.88,1852.12
3360,7907,3103,COP     ,R,9432,8140.27,1291.73
3360,7907,3103,COP     ,P,79724,65013.61,14710.39
3360,7907,3105,AUSTIN  ,R,7155,4935,2220
3360,7907,3105,AUSTIN  ,P,33920,30453.25,3466.75
3360,7907,3107,ONEIDA  ,R,1281,1172.61,108.39
3360,7907,3107,ONEIDA  ,P,18870,14689.15,4180.85
3360,7907,3404,CITIZENS,P,45781.5,32704.22,13077.28
3360,7907,3404,CITIZENS,R,3761.33,2789.51,971.82
3360,7907,3701,LACOSTE ,P,35014,19268.79,15745.21
3360,7907,3701,LACOSTE ,R,4450,3068.72,1381.28
3360,7907,4303,ESPRIT  ,P,87119,68850.38,18268.62
3360,7907,4303,ESPRIT  ,R,13890,11524.24,2365.76
3360,7907,4400,BORA    ,P,19615,19137.85,477.15
3360,7907,4400,BORA    ,R,633.5,614.75,18.75
3360,7907,4402,1928,P,121927.31,98678.31,23249
3360,7907,4402,1928,R,11663.99,10508.07,1155.92
3360,7907,4407,ENVIRON ,R,0,19,-19
3360,7907,4505,POLOMEN ,R,36075.5,27357.76,8717.74
3360,7907,4505,POLOMEN ,P,282223,201393.23,80829.77
3360,7907,4704,DKNY    ,P,26903.5,17162.55,9740.95
3360,7907,4704,DKNY    ,R,2359.5,1630.67,728.83
3360,7907,4801,GOTTEX  ,R,1485,930.05,554.95
3360,7907,4801,GOTTEX  ,P,11456,7308.64,4147.36
3360,7907,5100,COLOR   ,P,38337.5,38259.27,78.23
3360,7907,5100,COLOR   ,R,2688,2688,0
3360,7907,5102,P&Y     ,R,7903,7251.1,651.9
3360,7907,5102,P&Y     ,P,77043.45,70594.63,6448.82
3360,7907,5203,COLEHAAN,P,93596,72913.14,20682.86
3360,7907,5203,COLEHAAN,R,11652,9698.56,1953.44
3360,7907,5207,H SIERR ,R,4860,2005.77,2854.23
3360,7907,5207,H SIERR ,P,91553,35086.5,56466.5
3360,7907,5301,KAREN K ,R,7052,5284.4,1767.6
3360,7907,5301,KAREN K ,P,38979,28309.19,10669.81
3360,7907,5305,LIZ CLA ,R,3619.5,2559.47,1060.03
3360,7907,5305,LIZ CLA ,P,31871,21373.59,10497.41
3360,7907,5404,CARTIER ,P,37887.43,28343.05,9544.38
3360,7907,5404,CARTIER ,R,2230.16,1685.88,544.28
3360,7907,6006,INVEST  ,P,42952.25,35171.79,7780.46
3360,7907,6006,INVEST  ,R,4967,4130.89,836.11
3360,7907,6107,NOB     ,P,16390,13064.16,3325.84
3360,7907,6107,NOB     ,R,1407,1185.51,221.49
3360,7907,6400,BLUE    ,R,3267,3222,45
3360,7907,6400,BLUE    ,P,64065.5,62308.1,1757.4
3360,7907,6402,FREDERI ,P,51524.25,44554.66,6969.59
3360,7907,6402,FREDERI ,R,1336.47,1205.53,130.94
3360,7907,6404,ELLEN T ,R,3454.71,2719.25,735.46
3360,7907,6404,ELLEN T ,P,45242.98,34917.78,10325.2
3360,7907,6505,ST JOHN ,R,5149,4025.32,1123.68
3360,7907,6505,ST JOHN ,P,64906,49219.04,15686.96
3360,7907,6601,MATTY M ,R,3276,3305.69,-29.69
3360,7907,6601,MATTY M ,P,18127,16210.8,1916.2
3360,7907,7101,CAROLE  ,R,7733,5456.84,2276.16
3360,7907,7101,CAROLE  ,P,46454,32914.91,13539.09
3360,7907,7102,BCH     ,R,7465,5968.26,1496.74
3360,7907,7102,BCH     ,P,53153,40199.05,12953.95
3360,7907,7104,CARTERS ,P,23768.14,23384.93,383.21
3360,7907,7104,CARTERS ,R,1080.78,1057.82,22.96
3360,7907,7106,BRIOSO  ,P,79269.7,60714.43,18555.27
3360,7907,7106,BRIOSO  ,R,9493.93,8050.51,1443.42
3360,7907,7200,COFFRET ,R,1135.5,1075.5,60
3360,7907,7200,COFFRET ,P,18664.5,17474.05,1190.45
3360,7907,7205,LOUISVL ,R,522,458.5,63.5
3360,7907,7205,LOUISVL ,P,7428,6921,507
3360,7907,7307,SIGRID O,R,11944,8701.07,3242.93
3360,7907,7307,SIGRID O,P,41718,33321.2,8396.8
3360,7907,8000,ETERNIT ,P,23595,23046.8,548.2
3360,7907,8000,ETERNIT ,R,1295,1278,17
3360,7907,8101,ECHO    ,P,65836.98,41484.77,24352.21
3360,7907,8101,ECHO    ,R,8719.98,5979.56,2740.42
3360,7907,8104,COP KEY ,P,18,14,4
3360,7907,8305,NO FEAR ,P,90376,67418.84,22957.16
3360,7907,8305,NO FEAR ,R,8090.5,6809.8,1280.7
3360,7907,8306,REEBOK  ,R,2790,2449.78,340.22
3360,7907,8306,REEBOK  ,P,24529,21023.5,3505.5
3360,7907,9000,ANNASUI ,P,3441.5,3435.5,6
3360,7907,9000,ANNASUI ,R,208,208,0
3360,7907,9105,LISLI   ,R,12828.5,10712.39,2116.11
3360,7907,9105,LISLI   ,P,112151,89273.92,22877.08
3360,7907,9306,SPERRY  ,R,4658.96,4138.64,520.32
3360,7907,9306,SPERRY  ,P,40974.22,35514.49,5459.73
3360,8007,800,CLINIQUE,P,69668.5,69550.7,117.8
3360,8007,800,CLINIQUE,R,2376,2384,-8
3360,8007,801,LESLIE  ,P,37280,21172.45,16107.55
3360,8007,801,LESLIE  ,R,5568,3064.46,2503.54
3360,8007,1100,GARY F  ,P,10615,10533.05,81.95
3360,8007,1100,GARY F  ,R,620,671,-51
3360,8007,1107,JACQUES ,P,9209.5,8449.14,760.36
3360,8007,1107,JACQUES ,R,782.5,770.5,12
3360,8007,1202,CABERN  ,P,8593.42,6713.23,1880.19
3360,8007,1202,CABERN  ,R,393,331.43,61.57
3360,8007,1301,BE2     ,P,64240,39159.18,25080.82
3360,8007,1301,BE2     ,R,7881,4723.54,3157.46
3360,8007,1704,R LAUREN,R,1060.5,740.24,320.26
3360,8007,1704,R LAUREN,P,13529.25,9432.9,4096.35
3360,8007,1905,R & Y   ,P,30083,26018.88,4064.12
3360,8007,1905,R & Y   ,R,1807,1676.39,130.61
3360,8007,2102,CAB     ,P,14409,13180.46,1228.54
3360,8007,2102,CAB     ,R,1232,1197.87,34.13
3360,8007,2105,R TAYLOR,P,16332.3,14534.03,1798.27
3360,8007,2105,R TAYLOR,R,951.5,894.11,57.39
3360,8007,2107,MAI     ,P,8867,6100.21,2766.79
3360,8007,2107,MAI     ,R,237,227,10
3360,8007,2200,CELEBRT ,P,59348,59263.95,84.05
3360,8007,2200,CELEBRT ,R,3053,3053,0
3360,8007,2301,BEP     ,R,4626,3342.45,1283.55
3360,8007,2301,BEP     ,P,33296,20262.83,13033.17
3360,8007,2503,CHORUS  ,P,12012,7313.8,4698.2
3360,8007,2503,CHORUS  ,R,1677,1151.9,525.1
3360,8007,3100,4711,P,36704,36632.7,71.3
3360,8007,3100,4711,R,1439,1439,0
3360,8007,3102,CAMBIO  ,P,34690,26243.76,8446.24
3360,8007,3102,CAMBIO  ,R,4040,3125.46,914.54
3360,8007,3103,COP     ,P,31702,21930.26,9771.74
3360,8007,3103,COP     ,R,3504.99,2955.5,549.49
3360,8007,3105,AUSTIN  ,R,1880,1680,200
3360,8007,3105,AUSTIN  ,P,20280,16215.75,4064.25
3360,8007,3107,ONEIDA  ,R,709,608.93,100.07
3360,8007,3107,ONEIDA  ,P,7700,6175.08,1524.92
3360,8007,3404,CITIZENS,P,20918.85,13797.09,7121.76
3360,8007,3404,CITIZENS,R,1579.58,1287.23,292.35
3360,8007,3701,LACOSTE ,P,29013,16469.04,12543.96
3360,8007,3701,LACOSTE ,R,3125,1968.01,1156.99
3360,8007,4303,ESPRIT  ,R,4336,3584.65,751.35
3360,8007,4303,ESPRIT  ,P,36196,27115.95,9080.05
3360,8007,4400,BORA    ,P,10768.5,10519.35,249.15
3360,8007,4400,BORA    ,R,292,292,0
3360,8007,4402,1928,R,3076.99,2964.59,112.4
3360,8007,4402,1928,P,36171.95,27804.5,8367.45
3360,8007,4505,POLOMEN ,R,20589.97,15916.94,4673.03
3360,8007,4505,POLOMEN ,P,145145.49,105165.92,39979.57
3360,8007,4704,DKNY    ,P,11491,6927.83,4563.17
3360,8007,4704,DKNY    ,R,1359.5,951.14,408.36
3360,8007,4801,GOTTEX  ,R,125,75,50
3360,8007,5100,COLOR   ,R,82,82,0
3360,8007,5102,P&Y     ,P,39963,35921.79,4041.21
3360,8007,5102,P&Y     ,R,2520,2356.72,163.28
3360,8007,5203,COLEHAAN,R,3837,2967.79,869.21
3360,8007,5203,COLEHAAN,P,38613,27524.89,11088.11
3360,8007,5207,H SIERR ,P,25720,10647.66,15072.34
3360,8007,5207,H SIERR ,R,3030,1342.49,1687.51
3360,8007,5301,KAREN K ,R,3493,3014.98,478.02
3360,8007,5301,KAREN K ,P,7705,6772.82,932.18
3360,8007,5305,LIZ CLA ,P,19109,11512,7597
3360,8007,5305,LIZ CLA ,R,2056.5,1281.63,774.87
3360,8007,5404,CARTIER ,P,15939.78,11889.73,4050.05
3360,8007,5404,CARTIER ,R,1455.27,1043.06,412.21
3360,8007,6006,INVEST  ,R,3970,3302.98,667.02
3360,8007,6006,INVEST  ,P,33982,27797.73,6184.27
3360,8007,6107,NOB     ,R,398,323.35,74.65
3360,8007,6107,NOB     ,P,4675,3775.4,899.6
3360,8007,6400,BLUE    ,P,26452.5,26135.54,316.96
3360,8007,6400,BLUE    ,R,1215.5,1215.5,0
3360,8007,6402,FREDERI ,R,551,465.49,85.51
3360,8007,6402,FREDERI ,P,11513.53,9599.98,1913.55
3360,8007,6404,ELLEN T ,P,24556.72,16549.09,8007.63
3360,8007,6404,ELLEN T ,R,1574.79,1193.59,381.2
3360,8007,6505,ST JOHN ,R,2134,1599.42,534.58
3360,8007,6505,ST JOHN ,P,26457,19520.88,6936.12
3360,8007,6601,MATTY M ,R,138,138,0
3360,8007,6601,MATTY M ,P,N/A,5.99,-5.99
3360,8007,7101,CAROLE  ,R,4689,3314.45,1374.55
3360,8007,7101,CAROLE  ,P,34618,22846.45,11771.55
3360,8007,7102,BCH     ,P,18128.99,12121.07,6007.92
3360,8007,7102,BCH     ,R,2626,2035.33,590.67
3360,8007,7104,CARTERS ,R,667.92,683.92,-16
3360,8007,7104,CARTERS ,P,13325.11,12450.89,874.22
3360,8007,7106,BRIOSO  ,P,32548.75,23228.18,9320.57
3360,8007,7106,BRIOSO  ,R,4322,3551.87,770.13
